,Review-Body,label
13731,cameradisplaytouchselfi canperformance,1
13737,very nice quality,1
13730,its work very slowly,1
13728,super,1
13727,good mobile phone,1
13726,good camera phone under this price over all value for money and also brand just go for it,1
13725,great,1
13724,fingerprint is good face unlock is very nice,1
13723,excellent phone,1
13729,good,1
13738,nice,1
13739,worst product ever,1
13740,nyc performance,1
13755,thank,1
13754,likd it,1
13753,nice phone,1
13752,i have use this phone for,1
13751,everyone who want this phone just go for it,1
13750,when you compare with samsung m,1
13749,firstly would like to say thank you so much amazon for quick delivery,1
13748,fingerprint sensor not working as expected,1
13747,hang too much,1
13746,good,1
13745,overall it,1
13744,very good product,1
13743,good products and phone best battery,1
13742,nice,1
13741,i made the switch from my samsung m,1
13722,oppo a,1
13721,average using good phone but camera quality is so poor and phone is bulky also,1
13720,heat up when charging or bluetooth is being used and sometimes gets random heat up,1
13719,there is terrible lag in the feedback,1
13699,good,1
13698,always good,1
13697,superb,1
13696,repeat,1
13695,it,1
13694,back,1
13693,hi,1
13692,verry good,1
13691,phones camera is pathetic,1
13690,battery life good,1
13689,good phone from one plus in mid range,1
13688,nice but not excellent,1
13687,pros,1
13686,best phone with low cost,1
13685,positives,1
13700,raddi phone,1
13756,battery very bad,1
13701,average phone,1
13703,i have received this mobile with charging accessories,1
13718,nice handsets,1
13717,camera quality,1
13716,sound not clearsignal problemwastage of money on amazon,1
13715,best camara,1
13714,when battery is charging it,1
13713,using for almost,1
13712,battery backup worst and mobile worst,1
13711,good one,1
13710,thank to oppo i got a best phone my all last phone,1
13709,like,1
13708,best mobile phone under this price,1
13707,phone is no doubt smooth but after a month usage i think the camera is really absurd,1
13706,ok,1
13705,looks fantastic,1
13704,superb,1
13702,very good product,1
13277,battery charging is down very frequently,1
13757,nice,1
13759,back camera sirf ek hi chal rha hai baki show peace haicharging,1
13811,good,1
13810,good mobile,1
13809,reasonably good phone in the budget,1
13808,i have just received the product and by seeing the same feels like its good,1
13807,not charging properly and heating problem,1
13806,everything is fine except charging,1
13812,good,1
13805,please don,1
13803,good on all parameters,1
13802,super,1
13801,the camera quality is not very good i can,1
13800,best phone superb design and colour and performance is so good,1
13799,,1
13798,good product,1
13804,excellent,1
13813,average phone,1
13814,nice mobile,1
13815,here are some important points that i noticed about the smartphone,1
13830,very good phone,1
13829,worst product,1
13828,very good phone,1
13827,light weighted,1
13826,very good,1
13825,camera is not up to the mark,1
13824,not satisfiedsim,1
13823,to much time for charging its take minimum,1
13822,,1
13821,good,1
13820,excellent,1
13819,i have used the phone more than,1
13818,cool,1
13817,very good,1
13816,battery good,1
13797,i literally dislike to post any such dislike observed in this mobile during my use till date,1
13796,sometimes it,1
13795,we cannot hide the apps,1
13794,worth for money fabulaus phone but not include ear phone inside box,1
13774,product is very good,1
13773,all good,1
13772,overall good phone but camera is decent performance superb,1
13771,product service at oneplus store is not good,1
13770,ok,1
13769,if you are a mi or redmi or samsung mobile user in past or current and plan to switch realmi phone,1
13768,dislike,1
13767,display not work profar,1
13766,good,1
13765,phone is great and cool and it,1
13764,good one,1
13763,every thing is good but price range is little bit high,1
13762,the media could not be loaded,1
13761,best phone in this price range everything is good,1
13760,the media could not be loaded,1
13775,amzing backup,1
13758,good,1
13776,i am not able to downlode the invoice pls help me,1
13778,very bad product and lose of moneyno refund policy,1
13793,product is not so bad and not so good just ok okit need some upgrage like camera and etcprocesser is also very slow as per the other brand in this price range,1
13792,it,1
13791,okpiece,1
13790,good,1
13789,super mobile,1
13788,good product,1
13787,good,1
13786,don,1
13785,bought this for my mother on the day of the launch,1
13784,nice phone,1
13783,very good,1
13782,it,1
13781,the media could not be loaded,1
13780,fall in love with dis phone,1
13779,i really happy fully satisfied with this phone at lowest cost which upi can get at with every feature you want in phone especially cam clarity no words,1
13777,dislike,1
12962,coming the lineing in phone,1
13276,good,1
13274,bettery isu,1
13061,charging problem not fast charging too slow charging,1
13062,hang hota h,1
13063,good,1
13064,west product,1
13065,good one,1
13066,na,1
13060,mobail not a fast,1
13067,good,1
13069,no gaming phonecamera is super,1
13071,feeling loved with oneplus,1
13072,good at every aspect,1
13073,good,1
13074,camera quality kharab hia aur bahut slow hai,1
13075,battery life is very poor,1
13068,excellent phone with power packed performance,1
13059,i like thise phone,1
13058,very good phone all features are good but heat very fast while charging mode,1
13057,good,1
13042,good mobile but battery life low,1
13043,excellent product and amazing fast delivery thank you amazon see you soon again,1
13044,network connection is not working,1
13045,excellent phone thank u sooo much amazon,1
13046,good one,1
13047,touch working better but battery life to poor,1
13048,good quality and easy to use it,1
13049,the phone is only beautiful from outside because the camera result is very poor in comparison with other brands in same price range,1
13050,very poor picture quality,1
13051,all are very good,1
13052,camera below expectations display average charger is not working as expected,1
13053,battery is no longer time,1
13054,the camera reminded me of vga camera phones,1
13055,worst phone cant buy,1
13056,bad productso many problems,1
13076,excellent and value for money,1
13041,not optimam level,1
13077,best in prise,1
13079,best phone in this price range,1
13101,not more features,1
13102,i like the price as it,1
13103,price rises not comfortable,1
13104,totally money waste na camera proper work karta na video call hota h pehle din se hi phone hang ho raha hai,1
13105,battery drains soon,1
13106,very worse phone,1
13100,fabulous and outstanding product i,1
13107,very bad phone,1
13109,good performance,1
13110,good phone,1
13111,box inner no handset,1
13113,ok,1
13114,perfect phone,1
13115,nice,1
13108,all is ok and,1
13099,temperature mostly hot very bed quality please don,1
13098,lead not available,1
13096,the media could not be loaded,1
13080,just after using few months display got broke and customer care always have reason to take full price even though it,1
13082,overall good,1
13083,very good,1
13084,version kindly provide,1
13085,very good mobile all r nice,1
13086,poor farformance bad phone,1
13087,speaker quality is so poor,1
13088,there is no headset,1
13089,all good but battery drain very fast,1
13090,previously i used redmi note,1
13091,value of money,1
13092,in this phone little lagging issue,1
13093,amazon does not have a mobile headset in their product details,1
13094,i can,1
13095,everything is good but not excellent,1
13078,very nice product,1
13040,nice mobile with reasonable price,1
13039,nice,1
13038,the touchscreen stopped working after,1
12983,the media could not be loaded,1
12984,love it,1
12985,,1
12986,good,1
12987,superb phone with this price,1
12988,nice phone,1
12982,it,1
12989,good,1
12991,please improve the battery quality,1
12992,product was superb,1
12993,very good phone,1
12994,nice,1
12995,mobaile is very soft working,1
12996,i personally liked it,1
12990,nice phone,1
12981,there was no charger and earphone in the box,1
12980,nuce,1
12979,very nice,1
12964,kidu,1
12965,best camera,1
12966,awesome mobile at this rate,1
12967,giod,1
12968,don,1
12969,beautiful mobile,1
12970,nice value,1
12971,within,1
12972,good,1
12973,the media could not be loaded,1
12974,i just bought this phone,1
12975,battery backup was good mind blowing purchase,1
12976,camera,1
12977,nice but selfi is not that clear,1
12978,good processor,1
12997,good mobile,1
12998,must,1
12999,good product,1
13000,good,1
13020,nice,1
13022,very very good product,1
13023,like,1
13026,camera quality is very nice,1
13027,it,1
13028,awesome mobile phone,1
13029,good,1
13030,value for money,1
13031,good product,1
13032,battery camera sab kuch behtar hai tach silver hai,1
13033,nice,1
13034,not good hank,1
13035,such a good mobile,1
13036,i like it,1
13037,nice one with low budget and good features,1
13019,best,1
13116,nice,1
13018,i,1
13016,easy to use,1
13001,good phone for gaming,1
13002,good product light wight value for money good camera best phone,1
13003,like it,1
13004,osm set,1
13005,i love to use it,1
13006,nice this ph,1
13007,good value for money,1
13008,good features,1
13009,i like this mobile,1
13010,i purchased one plus nord ce,1
13011,this mobile full hd is very well but miss it,1
13012,nice mobile,1
13013,the media could not be loaded,1
13014,all products is very good,1
13015,all good,1
13017,value for money,1
13117,good,1
13118,good products heavy duty,1
13119,overall performance of the mobile is good but the battery discharge of the mobileis average,1
13218,no,1
13219,speaker sound burst so i order for replacement,1
13220,rate ke accordingbrand naam ki cheez thik hai,1
13221,picture quality is very good,1
13222,but i think battery performance is not soo good,1
13223,very light weight and easy to handle,1
13217,fingerprint not working,1
13224,best in price or class,1
13226,after,1
13227,got the product delivered as advertised and in a perfect seal pack condition,1
13228,poor,1
13230,nice phone,1
13231,good,1
13232,camera quality is not good,1
13225,value for money product,1
13216,good,1
13215,the media could not be loaded,1
13214,super sexy hot phone,1
13199,very good phone in this range,1
13200,with in a month motherboard problem very bad dont buy it,1
13201,worth for money,1
13202,love it this phone,1
13203,the phone look is good only,1
13204,excellent,1
13205,it,1
13206,good product,1
13207,excellent i love it one plus,1
13208,overall ok,1
13209,this product is very nice but sound quality is not good,1
13210,camera is good,1
13211,good mobile,1
13212,very good,1
13213,battery is too good,1
13233,very nice,1
13234,poor batterypoor quality of photo,1
13235,best in this price camera was best i loved it,1
13236,screen quality super camera is good,1
13257,just good,1
13258,it meets all expectations from market standard and works fine for few months,1
13259,ok,1
13260,very poor performance,1
13261,camera average,1
13262,feeling good,1
13263,every thing is awesome except battery,1
13264,decent phone for normal use,1
13265,excellent,1
13266,good deal in this price segment,1
13267,super,1
13269,phone looking nice,1
13271,jio to jio vedio call feature not working i replace again after replacement i got new mobile without having jio to jio vedio call and if i confrence more than one people my voice is not audiable for other,1
13272,worst phone couldn,1
13273,good mobile,1
13256,picture quality is little low compared to other phones as xiaomi,1
13198,i am a basic mobile user and according to me this mobile suffice my all requirements,1
13255,very good,1
13253,pattern lock not available,1
13238,nice product,1
13239,nice phone of,1
13240,battery life is very good nd picture quality is very clearly display touch screen is very first in opp mobie,1
13241,low quality,1
13242,very good product,1
13243,very smooth,1
13244,awesome,1
13245,good,1
13246,yes,1
13247,good,1
13248,very good,1
13249,i am a forever oppo customer,1
13250,good battery backup,1
13251,i bought this phone for my mother in law,1
13252,battery life is great and rear camera is good according to price and selfie camera is average that,1
13254,good,1
13275,very nice phone,1
13197,awesome camera,1
13195,heating up even for moderate use,1
13141,friends don,1
13142,all people purchase oneplus nordce,1
13143,i have purchased this product,1
13144,gd,1
13145,delivered on,1
13146,i want to replace this,1
13139,camara,1
13147,worth,1
13150,good picture quality,1
13151,bestest,1
13152,very bad phone,1
13153,battery performance poor,1
13154,looking so bettercamera bahut achha to nhi h but bahut kharab bhi nhi h,1
13155,i noticed only one issue with this device is not connecting with android auto to my nexon,1
13149,camera quality downgraded and the display is not upto the standards of amoled,1
13138,like,1
13137,good,1
13136,worst phone,1
13120,what was the exchange,1
13122,camera quality is worst,1
13123,okay,1
13124,nice,1
13125,i got this product for,1
13126,used phone they give it to me,1
13127,best mobile at low price,1
13128,nice mobile in reasonable price,1
13129,like,1
13130,don,1
13131,battery charging time tooo long,1
13132,i like features,1
13133,good,1
13134,very good phone,1
13135,the phone gets slow within,1
13156,phone is having sound issue,1
13157,back camera,1
13158,it takes,1
13159,provided me damaged product,1
13180,battery is not good,1
13181,not good,1
13182,hang problem and slowly oparate it,1
13183,everything is good mostly color is very nic,1
13184,good,1
13185,very good,1
13186,a good product from oneplus only issue i face that it heats during summer while gaming,1
13187,super performance,1
13188,very nice,1
13189,very good smart phone,1
13190,have used this heavy and battery has supported super,1
13191,good,1
13192,very nyc phone and image qualtiy is too good,1
13193,product is up to mark,1
13194,returned twice as this phone is faulty,1
13179,not good,1
13196,worth for money,1
13178,this product is not satisfied heating problem and sound quality is not satisfied,1
13176,a good mobile phone according to its cost,1
13160,product is good but i was booked oppo a,1
13161,good phone,1
13162,one more faulty product in amazon,1
13163,it,1
13165,phone is not so good as wasted money,1
13166,ok,1
13167,good,1
13168,heavyweight overall good product in this range,1
13169,it,1
13170,good,1
13171,good,1
13172,my,1
13173,mobile heating issue,1
13174,v good,1
13175,this phone was just amazing in this price you can,1
13177,battery life is so good,1
11093,the phone is very flimsy and the camera quality is the poorest i,1
12334,mobile is good at price of,1
12332,mi didn,1
11504,not ok,1
11505,nice,1
11506,camera quality totally zero in,1
11507,i like this phone,1
11508,the media could not be loaded,1
11509,product not good,1
11503,very good item,1
11510,goob product,1
11512,display in this budget is very goodspeaker are loud enough with streao effectprocessor is good for light gamingall the ports are availablebattery is enough for one day with heavy usagecharger is fast out of the boxcamera is little bit disappointing not optimised well,1
11513,hotspot kaise ayega,1
11514,cost should be high but quality of camera,1
11515,mobile hanging after,1
11516,over heatingwaste of money,1
11517,sometimes stop app suddenly,1
11511,low ranges,1
11502,very nice,1
11501,camera is not so good,1
11500,i purchased this phone my my mother,1
11483,good,1
11484,the media could not be loaded,1
11485,i am satisfy with this mobilespeaker are pretty loud they are,1
11487,battery life beri good,1
11488,,1
11489,selfie,1
11490,don,1
11491,good product,1
11492,amazon prime all team ko dhanyvad thank you mobile phone bahut hi sundar aur shandar behtarin majboot hai tikau hai lambi samay tak dikhao hone ka sambhavna hai jay gurudev mangal kamna karte hain naye varsh ki aap sabhi ko frame amazon ko naye varsh ki dher sari shubhkamnaen mangal kamna hai dhanyvad,1
11493,nice dual speaker,1
11494,this phone is awesome by its camera,1
11496,good product,1
11497,ye phone koi bhi na lo,1
11498,very bad phone from mi redmi series,1
11499,quality,1
11518,the media could not be loaded,1
11482,fingerprint reader is there,1
11519,its amazing,1
11521,totally dislike dealing,1
11541,masterpiece in just some penny,1
11542,super mobilein mid range mobileall attractive featuresmostly camery is perfectdesign also goodoverall perfect mobileworth for money,1
11543,features is good,1
11544,he is very good quality thanks to amazonvery nice redmi phone bettery is amezing,1
11545,display not that much of brightnessremain all good,1
11546,don,1
11540,quite good product,1
11547,one of the best,1
11549,yes like it,1
11550,network problem hainet work nhi karta he bahut hi silo chalta he hang bhi hota he,1
11551,the phone is really good,1
11552,worst camera,1
11553,nice mobile but camera result not fine,1
11554,good,1
11548,many best productcamera quality is very bad,1
11539,not match my expectations,1
11538,quality hearing speakers,1
11537,good product,1
11522,best for it,1
11523,within,1
11524,awesome product,1
11525,i like the battery endurance the most but camera performance is moderate at best,1
11526,camera quality is not goodbattery life is not good,1
11527,i did not like the product while using phone getting heat n not good pls don,1
11528,awesome,1
11529,good,1
11530,nice,1
11531,good,1
11532,macro camera is extremely poor,1
11533,excellent performance,1
11534,camera quality below averagepoor phone,1
11535,overall performance,1
11536,worst processor,1
11520,camera quality low,1
11481,good,1
11480,bekar phone hai,1
11479,battery life is long with fast processior but camera is fine overall good product for daily use but if you need better camera phone so this phone not for you,1
11425,battery life of the nord is not better it,1
11426,phone screen stopped working just after a minor shock,1
11427,for the first time,1
11428,good communication,1
11429,it is a very poor phone,1
11430,good product,1
11424,after,1
11431,picture quality and video is very good,1
11433,camera quality is too poor,1
11434,back camera and battery life,1
11435,the media could not be loaded,1
11436,the camera stands out and is a bit better when compared with a vga cam on a feature phone,1
11437,everything is as expected,1
11438,i like it,1
11432,good,1
11422,waste product,1
11421,i didn,1
11420,camera not clear,1
11404,if you are one plus fan then just to remind you this is like their first copyit would have been better to buy redmi or oppo plus in this amountone plus is one plus only when mobile cost is,1
11405,not at all satisfied with the mobile,1
11406,an oppo phone being sold as one plus,1
11407,good,1
11408,mobile phone is good but unhappy with amazon service,1
11409,all purpose,1
11410,i have complain many times to amazon from the date of receiving mobile that i am getting heating issue in this mobile but no one resolve the issue and return policy date is over now i can,1
11411,very good,1
11412,good,1
11413,the media could not be loaded,1
11414,on just,1
11415,this phone is not really stand in the line of oneplus series,1
11416,so many option are either missing or not user,1
11417,battery backup is good and camera is better,1
11419,battery,1
11439,good productiononly cheap quality camera otherwise,1
11441,happy with phine performance,1
11442,superb mobile phone at this range worth it,1
11443,value for money,1
11463,very good,1
11464,very good,1
11465,i got,1
11466,finally nice product,1
11467,good,1
11468,awesome,1
11469,fantastic product,1
11470,good performance,1
11471,camera quality not satisfactory,1
11472,good product,1
11473,camera quality is very bad,1
11474,buy it this realme narzo,1
11475,ok,1
11477,pathetic mobile,1
11478,best phone,1
11462,camera,1
11555,very very bad phone,1
11461,very nice,1
11459,very bad product don,1
11444,i dislike this phonebogus result of camerabad quality of cameraworst phone,1
11445,nice product,1
11446,good,1
11447,like perfect cell,1
11448,good performance,1
11449,vary bad products hi,1
11450,nice,1
11451,all,1
11452,good,1
11453,this is best phone under this price good performance,1
11454,nice product battery camera i am happy,1
11455,good,1
11456,very quick action,1
11457,very good phone in this budget,1
11458,worst camera experience need refund urgently,1
11460,the media could not be loaded,1
11556,camera quality bahut kharab hai plz refund my money,1
11557,nice product,1
11558,good,1
11661,camera quality not good,1
11662,camera quality is low,1
11663,good quality i am very happy to purchase this one thank u amazon,1
11664,nice product by realme,1
11665,ok good camera quality and display quality is best under this price,1
11666,all most perfect,1
11660,good choice,1
11667,quality of rear camera excellentfront camara is normalbattery is going very wellnot correct in fingerprint sideeverything else is very tremendous,1
11670,good,1
11671,camera quality is good,1
11672,good product,1
11673,the media could not be loaded,1
11674,mi,1
11675,nice pics,1
11668,pretty good for general use,1
11659,this product is hang productno replacementno refund no return,1
11658,no,1
11657,nice product friends,1
11639,ok,1
11642,company cheated and earn money through the sale offer and giving second hand phone at the cost of new one,1
11643,yes,1
11644,all good about in this mobile phone,1
11645,best product mobile phone best features like this product thank you buy this phone reale marzi,1
11646,,1
11647,using phone for,1
11648,i will recommend to go it as it,1
11649,very good product from realme battery is very powerful of narzo,1
11650,nice,1
11652,just bought mobile last month and within,1
11653,it is wonderful producti really liked this phoneand camera and sound quality alsoas as well as fingerprint sensor,1
11654,mobile phone is awsm,1
11655,excellent phone and best camera phone under,1
11656,,1
11676,realme narzo,1
11677,best,1
11678,nice,1
11679,nice,1
11699,headphone se baat nhi ho rhi h,1
11700,phone camera quality very poor,1
11701,it photo camera very nice,1
11702,bed item,1
11703,battery and camera very poor quality,1
11704,the media could not be loaded,1
11705,nice mobile and good looking,1
11706,good,1
11707,best,1
11708,wow,1
11709,worst ever camera mobile till now and too much price according to specifications,1
11710,camera quality is very nice,1
11711,got it as a gift for my dad,1
11712,super and outstanding performance,1
11713,awesome,1
11698,the media could not be loaded,1
11638,super very good niceee,1
11697,phn not in condition battery life was damage and camera quality poor,1
11695,best in class and price,1
11680,good,1
11681,the media could not be loaded,1
11682,nicee,1
11683,good package at this price range,1
11684,android nahi hangroid h lete hi,1
11685,best product,1
11686,nice mobile in average budget,1
11687,got it for my mother,1
11688,,1
11689,camera quality very very poor don,1
11690,the media could not be loaded,1
11691,the media could not be loaded,1
11692,superb quality of camera,1
11693,redmi mobile phone is best product,1
11694,all ficher best,1
11696,pasand ke layak kuch v nahi hai look ko chodkar,1
11403,the media could not be loaded,1
11636,nice quality,1
11634,nice,1
11578,worest camera i have ever used,1
11579,very good phone,1
11580,nice,1
11581,good service,1
11582,well,1
11583,hang karta hai yeh phone bahut hi jayda ek app ke baad dusri app open kar lo tho itna slow chalta hai,1
11577,camera quality is very bad,1
11584,mobile camera very good as we investment,1
11586,good,1
11587,i want in built call recorder phone in this price of redmi,1
11588,camera is very wrost quality,1
11589,worst phone in this category,1
11590,achcha nahin hai canera,1
11591,amazing phone,1
11585,budget friendly,1
11576,mobile devices can easily high the temperature and device become hot,1
11575,totally worstevery feature very bad qualityplease don,1
11574,seriously saying this is the waste of money don,1
11559,pathetic camera quality,1
11560,camera is worst,1
11561,mobile aacha hai,1
11562,don,1
11563,product is very bad behave than play instagram videos,1
11564,battery life good camera not good,1
11565,good pricevalue for money,1
11566,the media could not be loaded,1
11567,all xiaomi and redmi phones network week problem,1
11568,camera very bad never excepted realme,1
11569,otg didn,1
11570,good product,1
11571,mobile looks a rich look but quality of camera not good,1
11572,photo zoom karne se photo achha nhi ata hi,1
11573,fingerprint sensor is very goodbattery life is goodcamera quality is so,1
11592,this is ever worst phone i had bought,1
11593,poor camera quality im not recommed to buy overall weste money,1
11594,hanging problem,1
11595,this smartphone is very good,1
11617,perfect,1
11618,good,1
11619,seth tt,1
11620,nice,1
11621,good,1
11622,value for money,1
11624,ok ok value for money,1
11625,all in one,1
11626,good,1
11627,thanks a lot,1
11628,best products,1
11629,osm,1
11630,awesome cellfone,1
11631,super,1
11633,better life,1
11616,best mobile best price,1
11635,nice,1
11614,i like all the feature if we compare with other brands means redmi is better than them,1
11612,battery,1
11596,the camera quality is very very bad don,1
11597,good quality,1
11598,good,1
11599,slow phone even my,1
11600,i like this phone,1
11602,it,1
11603,good,1
11604,cool,1
11605,not for gaming,1
11606,amazing phone under,1
11607,super mobile,1
11608,its too heavy to carry and not easy to use mobile,1
11609,phone camera is bestexternal memory card tray also availablephone is very fastbest phone under,1
11610,nice phone in this price range,1
11611,nice,1
11613,very good phone battery is very good and look is pretty awesome and camera quality is very very good i like it so much,1
11714,good,1
11402,i purchased ithis phone i found battery is heating and camera was blur i complained to customer care technician came found defect in product but amazon refused refund or replacement,1
11400,colour is not like pictures it is totally change,1
11191,good but not best,1
11192,i purchased this phone on,1
11193,coat efficient and good quality but neglecting oxygen os is a quiet insufficient for oneplus users but looks pretty good,1
11194,camera good bettery power not good app,1
11195,mobile works like a charm,1
11196,really liked the display that one plus offers with optical fingerprint reader under this price bracket,1
11190,when i ordered this phone,1
11198,good,1
11200,super fast charging n good camera view n super fluid display and good lookingin budget smart phone for buying,1
11201,quality is ok,1
11202,camera class hai mast aur oneplus ki branding bohat hard,1
11203,i got phone today,1
11204,mobile getting heat,1
11205,good performance in all aspects like camera,1
11199,finger print reader or camera quality very good but battery backup low,1
11189,it is roadside product with dusty display,1
11188,product not good defactive atom received and replace service not good not satisfied in amazon services bz very bad experience about oneplus,1
11187,one plus has lots of heating issue and bluetooth connectivity problem with battery problem and many more,1
11172,good speed and storage capacity,1
11173,the media could not be loaded,1
11174,good phone in this price segment,1
11175,excellent phone,1
11176,right of the box,1
11177,i just liked the no cost emi,1
11178,good phone with average spec,1
11179,this mobile is just awesome,1
11180,battery backup is good,1
11181,camera is worst,1
11182,nice phone,1
11183,good mobile,1
11184,very good phone,1
11185,,1
11186,its worst phone ever its getting blast every where,1
11206,it is an extremely good phone for day,1
11170,good battery life,1
11207,i was looking for a phone below,1
11209,performance is very slow,1
11231,this is a good phone but battery is not fast charging support and camera is ok ok,1
11232,this is the second time we are purchasing this phone,1
11233,very nice mobile,1
11234,nothing,1
11235,the product claims to be,1
11236,battery life good,1
11230,good,1
11237,absolutely horrible phone brought it when it was released,1
11239,battary,1
11240,one of the worst mobile i have never before don,1
11241,if you want to buy a good one don,1
11243,good but the camera is average,1
11244,use jarur lijiye badhiya hai,1
11246,value for money,1
11238,this is my device in picture,1
11229,very nice phone,1
11228,as always,1
11227,got this within,1
11210,very cheap mobile phone,1
11211,awesome features in this upgraded one plus nord ce,1
11212,camera quality in,1
11213,awesome,1
11214,good mobile phone on,1
11216,look wise goood performance best cameras best overall product good nice r p m best this price point g ood,1
11218,if you purchased this type of one plus brand within a budget then it,1
11219,awesome look and best video quality,1
11220,it,1
11221,waste of cost,1
11222,if you want features on paper then buy redmi or realme but if you want a smooth experience the there is nothing better than oneplus,1
11223,the fingerprint reader is accurate,1
11224,good phone and slim set overall good,1
11225,very good phone and works perfectly,1
11226,before i have purchase,1
11208,best mobile i ever purchased,1
11169,all rounder phone in budget range,1
11168,product is very good,1
11167,bad experience with this phone,1
11114,don,1
11115,very big heating issue found,1
11116,not bad,1
11117,very good product,1
11118,nice to rebmi note,1
11119,front camera is not so good,1
11113,love it,1
11120,like it,1
11122,faltu hai,1
11123,,1
11124,ok,1
11125,good cameragood battery,1
11126,worth of money in low budget,1
11127,all ok,1
11121,achha phone h battery backup achha h,1
11112,very poor camera and build quality don,1
11111,best budget phone,1
11110,value for money product but camera quality is not low overall budget freindly phone,1
11095,worst product as per the brand oneplus,1
11096,not a good one,1
11097,this model looks like oppo mobile every feature looks like oppo mobile that brand value of one plus already arised by oppo by this model,1
11098,one plus nord,1
11099,poor mobile from one plus,1
11100,bhai bilkul bekar phone h bahut heat hota h or battery bahut jyda km chlti h,1
11101,suddenly entire display is dull,1
11102,under budget phone,1
11103,life biggest mistake choosen,1
11104,i,1
11105,values compact,1
11106,lost my phone,1
11107,back cover not given,1
11108,only paise khane wala product hai kuch bhi acha nhi hai isme featured ke naam pe nokia,1
11109,the phone design is sleek and ui is also good,1
11128,avrage phone not good,1
11130,worth of money,1
11131,camera is decent,1
11132,nice phone,1
11152,good for value for money,1
11153,nice,1
11154,if you are looking for a phone that is powerful,1
11155,fingerprint gorgeous,1
11156,superb smartphone under,1
11157,good condition,1
11158,over all good product,1
11159,nice to good,1
11160,phone look slim n nice bettry life is good,1
11161,please refund my money bad quality mobile niether you deliver replacement after inspection nor you refund my monry,1
11162,it,1
11163,daily work all good,1
11164,this is worst mobile in my life please do not buy this mobile because it take more than,1
11165,excellent mobile and good product oppo,1
11166,sometimes hang mobilei,1
11151,i got a problem in display of this mobile,1
11248,under price best phone,1
11150,good mobile,1
11148,fantastic,1
11133,mast phone hai,1
11134,its a perfect handset,1
11135,camera quality down,1
11136,very good,1
11137,not bad,1
11138,no oneplus feel,1
11139,i am a average user with no heavy application or gaming use but the battery doesn,1
11140,nice mobile and battery life is so good,1
11141,body sensor not working,1
11142,good,1
11143,don,1
11144,camera quality is not so good,1
11145,it,1
11146,good budget phone only camera issue,1
11147,value for money low,1
11149,wrost mobile,1
11249,superb,1
11250,very good,1
11251,i loved it,1
11347,don,1
11348,good product for this price range,1
11349,goto google,1
11350,pta nhi like likhu ya dislike,1
11351,hanging issue,1
11352,item is good but no earphone in it,1
11346,it,1
11353,they gave me defective piece,1
11355,not worth for such price i placed return request,1
11356,i am suggest for that because nothing good product in these price,1
11357,dislike,1
11358,i,1
11359,missing,1
11360,bekaar,1
11354,excellent,1
11345,the camera quality is not fair but phone is ohhhk no problem all so good,1
11344,worst mobile,1
11343,all things are good,1
11328,not satisfied this mobile battery to low capacity returns time not accept return,1
11329,charging very fast,1
11330,camera quality not good,1
11331,smooth like a boss,1
11332,display quality low and prosessar is very bad quality,1
11333,automatically restarting,1
11334,battery life is good,1
11335,i am first time user of oneplus mobile i bought this mobile on,1
11336,camera quality is very poorvery bad quality,1
11337,good product,1
11338,performance is very important and it,1
11339,battery life is good,1
11340,do not buy,1
11341,good about this mobile chip best price now every one purchesh this mobile all off you good luck freinds ok,1
11342,poor camera and bluetooth connection issue during the call,1
11361,very bad phone,1
11362,dislike,1
11363,good of cost,1
11365,good phone,1
11385,phone hangs alothighly disappointed,1
11386,one of the worst handset in all expects,1
11387,cool product,1
11388,some times it hangs otherwise seems to be good,1
11389,it,1
11390,not happy,1
11391,the media could not be loaded,1
11392,battery life and camera is goood,1
11393,average phone,1
11394,extremely terrible camera and degraded os performance,1
11395,hi,1
11396,overall not good this product,1
11397,it,1
11398,i ordered this phone reading reviews online,1
11399,the media could not be loaded,1
11384,my finger print not working,1
11327,very poor quality smart phone,1
11383,good,1
11381,very nice,1
11366,normal quality product,1
11367,not upto the mark,1
11368,bettery life is very poor,1
11369,the media could not be loaded,1
11370,overall a good phone in looks and in,1
11371,be happy,1
11372,nice handy phone with nice look good battery,1
11373,this mobile look very nice design,1
11374,no,1
11375,battery,1
11376,battery charging not working properly,1
11377,charging issue battery take,1
11378,overall,1
11379,the media could not be loaded,1
11380,osm phone good picture quality,1
11382,bad experience,1
11401,good product in this price,1
11326,battery life,1
11324,this mobile price can be upto,1
11271,i loved it,1
11272,just the battery life should be made better,1
11273,battery back up is not good,1
11274,not worth to the price money,1
11275,thanks oneplus,1
11276,i bought oneplus mobile online from amazon named oneplus nord ce,1
11270,very nice phone for rs,1
11277,battery is not as expected,1
11279,phone is light weight,1
11280,everything works great,1
11281,battery life is not as described,1
11282,i,1
11283,the media could not be loaded,1
11284,if want brand definitely go for it,1
11278,battery draining problemheating issuesboth are major problems of this phone,1
11269,product is nice and everything is fine with that price as far as am ok with that product,1
11268,has been using three days and facing no issues except battery,1
11267,im writing review in this phone right now and im using this phone it is very beautiful in colour and super performance,1
11252,,1
11253,i have been an user of nokia,1
11254,worth buying this phone all features are upgraded,1
11255,it,1
11256,best phone in this range and segment,1
11257,little lag,1
11258,owsome phone,1
11259,i want to return this phone but as per amazon policy,1
11260,good mobile with cost expended including review,1
11261,i got this device at,1
