,Review-Body,label
9339,hanging problem,0
9309,the media could not be loaded,0
9390,best,0
9392,very bad product don,0
9451,charger,0
9450,heating problem,0
9449,nice deal,0
9448,we will see after a few months,0
9447,bad camera quality,0
9446,thoda atakta h pub me,0
9445,bad,0
9452,camera quilty is not good,0
9444,thanks,0
9442,nice color and look,0
9441,simply they are making frad with a name of,0
9440,worst camera,0
9439,good service,0
9438,wrost product,0
9437,yes really value for money,0
9436,hitting problem,0
9443,ya,0
9435,with in couple of days,0
9453,faster,0
9455,bekkarrr,0
9471,best quality superb,0
9470,camera quality is good,0
9469,nice performance,0
9468,i purchased this phone few days back,0
9467,very nice,0
9466,i didn,0
9465,best phone,0
9454,good phone for this budget,0
9464,every thing is good except battery charging time,0
9462,lot of advertisement when we using mobile its irritating,0
9461,simply superb used after one moth bettery good and can is good ram is good,0
9460,budget smartphone in this price range,0
9459,good mobile good battery life good looking,0
9458,highly recommended superb camera,0
9457,to get the full charge,0
9456,good,0
9463,overall it,0
9391,very nice,0
9434,it was not a brand new phone,0
9432,must use his mobile nice products,0
9411,pros,0
9410,i bought first time from amazon and it,0
9409,nice,0
9408,value for money,0
9407,amazing phone,0
9405,this item is broken,0
9404,week,0
9412,good looking,0
9403,forgat camera if u need good storage and big screen so this is excellent mobile,0
9399,nyc,0
9398,go for it,0
9397,camera,0
9396,phone is stuck every other day,0
9395,the phones ok for the price,0
9394,good programmes,0
9393,it looks so cool,0
9400,better not to think about buying this mobile because it,0
9433,things i needed most were,0
9413,not value for money,0
9415,great product,0
9431,thanks,0
9430,fingerprint reader is soo fast and battery capacity,0
9429,one plus ka sbse ghatiya phone hai,0
9428,superb quality value for money and great quality,0
9427,nice,0
9426,waste product,0
9425,phone is okay,0
9414,good,0
9424,good,0
9422,nice product this item delivery on time,0
9421,this is a very beautiful,0
9420,worthy mobile,0
9419,is not very good,0
9418,when we taking photos at night there light are showing as long beam,0
9417,i just got this phone today,0
9416,giving smooth service,0
9423,good camera quality and battery life,0
2599,superb phone,0
14181,good,0
2597,superb,0
701,value of money,0
702,camera nahi thik hai,0
703,the media could not be loaded,0
704,nice product,0
705,average,0
706,awesome,0
707,pathetic experience,0
708,camera quality is very bad,0
700,very good nice performance,0
709,finger print is very small size battery is good camera is bad,0
711,samsung is best in market for display,0
712,the media could not be loaded,0
713,like,0
714,it is headache to get repaired the side button with in two months of purchase,0
715,it is average phone this phone is operating slowly and files downloading slowly and contacts showing memory not available i,0
717,best phone,0
718,good battery backup but product is waste,0
719,touch bahut hi slow kaam karta h mobile hand ho jata h baar baar camera bhi bekar h iska is mobile ko lena apne rupaye ko barbaad karna h,0
710,software is not good,0
720,this is my first review of any product purchsed online,0
699,hanging problem,0
697,value for money,0
679,in this product,0
680,cheap quality product seeing one straight line on display means display is defective on which showing line after,0
681,rahul singh,0
682,you can,0
683,problem in finger print reader,0
684,phone is automatically going in to vaibrate mode switching on to the ring mode also it not working,0
685,fingerprint sensor is not the fastest but is decently fast,0
686,please provide complete product not partially,0
698,this is a good mobile for first time user,0
687,i received the product without charger adapter,0
689,camera quality is not good,0
690,worst phone,0
691,cam quality not good,0
692,in my life time i buy a fraud product there was no use of this product at this rate the mobile was not in proper android and its not useful to me anymore i buy a waste product first time in amezon shopping app,0
693,awesome display and software,0
694,battery life,0
695,front camera is very poor,0
696,please dont buy this i try to return this product but seller not accept the product now showing return not possible,0
688,charger adaptor mising in this box,0
678,the media could not be loaded,0
721,very good product,0
723,nic displya nic sonds nic theme nic videos redmi note,0
746,month of use i am facing some hanging issues,0
747,,0
748,my phone is spoil,0
749,plz return this order immediately,0
750,nice to have,0
751,nice mobile,0
752,waste,0
753,not value for money,0
745,don,0
754,battery life is seriously not good,0
756,phone has heating issue and nobody came to get back the phone after replacement has placed,0
757,very good at this price point,0
758,bad phone hanging problem,0
759,ok ok camara and best for normal use,0
760,camera is not good,0
761,mobile heating issue,0
762,on screen pink color spots are showung after,0
764,mobile is very simply looking,0
755,during video call screen turns completely black,0
722,it hangs aa lottt,0
744,very slow working,0
742,battery charges in an hour if switched off,0
724,i am using this mobile from last,0
725,,0
726,camera very bad,0
727,the media could not be loaded,0
728,dislike,0
729,battery camera is super,0
730,phone is working good battery life is good but the display is not so good,0
731,,0
743,the media could not be loaded,0
732,very well satisfied with the looks of the phone,0
734,front camera is not to good,0
735,phone is ok for its price but there is a lag in the refresh rate,0
736,i like the product,0
737,it was a good phone for ur day to day life use,0
738,useless camera n it got hang many times,0
739,camera not good,0
740,i will never buy redmi again,0
741,its the worst phone i have ever used,0
733,mobile is getting heated up after,0
677,overall phone is good but camera quality very bad and some time touch not work poroperly,0
675,the media could not be loaded,0
674,camera quality bad,0
611,camera quality is not satisfying at this range of smartphone and other things are likely ok,0
612,don,0
613,it,0
614,this phone calling feature is not working properly,0
615,i am fully disappointed with this model,0
616,the media could not be loaded,0
617,the snapdragon processor is too slow,0
618,one of the best cell phone,0
610,camera brightness is very less,0
619,camera some time hand and blank,0
621,good product just in,0
622,screen was lagging when we r working and when the incoming call comes screen struck we can,0
623,not good,0
624,don,0
625,bought this in sale for,0
626,doesn,0
627,very slow device,0
628,this phone is worst plz don,0
620,very bad experience with samsung m,0
629,touch quality is very slow,0
609,the media could not be loaded,0
607,not good,0
591,rcvd product as per specification,0
592,very nice product i never ignore to buy it because it is price range smart phone,0
593,after using the phone for couple of months,0
594,fingerprint reader is okaaish,0
595,worst product from samsung,0
596,worst camera,0
597,nice one,0
598,nice,0
608,poor poor camera,0
1185,this phone having a awesome battry backup,0
599,best in class,0
600,redmi note,0
601,ba,0
602,pros,0
603,after charging it,0
604,that mobile has technical issue and camera quality not good,0
605,the phone usage is not upto the mark,0
606,i order two phone one was camera issue and other one screen flickering,0
1673,mediums phone,0
630,best phone for online classes battery backup also excellent,0
631,pretty much what the title says,0
632,not good for camera,0
656,nothing is good in this mobile,0
657,warst,0
658,i like this mobile,0
659,camera waste,0
660,phone having heating problem,0
661,jaff mobile waste of your money camera pedda bokka,0
662,like,0
663,mobile system process verey bad,0
655,as i bought it,0
664,not that great,0
666,worst phone with high budget,0
667,nice product,0
668,i have a oneplus,0
669,camera quality not good and battery backup very bad,0
670,camera quality poor,0
671,prosesor is ordinary,0
672,normal usable,0
673,useless phone,0
665,please dont buy as i had purchased this phone,0
654,it is a just ok kind of phone,0
653,every time disconnect on first or second call,0
652,poor fingerprint reader and camera,0
633,the media could not be loaded,0
634,the media could not be loaded,0
635,the media could not be loaded,0
636,good,0
637,totally waste of money,0
638,voice quality is pathetic,0
639,is this product i like everything,0
640,osm,0
641,overall product is dumb,0
642,camera quality is poor,0
643,fine,0
644,product has excellent feautures in terms of battery life,0
645,battery life is very nice and lasts upto,0
646,selfie camera came faulty,0
647,i am big fan of redmi note series but this phone note,0
648,after,0
649,based on budget,0
650,the media could not be loaded,0
651,very good product i have,0
765,i didn,0
766,camera quality is not good,0
767,dislike,0
768,very nice and crisp display,0
883,such a phone with worst camera,0
884,fingerprint is not working properly,0
885,i would rate,0
886,i found network problem in phone from day,0
887,phone heated many time in a day when i am not use it,0
888,it takes almost,0
889,bony bye this ph gaming,0
890,,0
882,low quality rear camera and mediatec processors not good,0
891,niche,0
893,this very bad screen display,0
894,hang issue,0
895,finger print working good,0
896,do not know what to say,0
897,got defective product,0
898,screen quality is not good,0
899,good one,0
900,phone is hanging always irritating while using this handset,0
892,nice phone at this budget,0
901,the redmi note series phone has lost the quality,0
881,mobile is good,0
879,worst touch response ever very disappointed some times it very irritate and thought comes in mind to break the phone,0
860,this is extremely slow phone,0
861,battery parformed note good,0
862,the product is good but it requires,0
863,bad camera,0
864,like,0
865,after,0
866,very good,0
867,there are so many options missing like call recording and not able to use all the apps like remotes,0
880,camera poor qualitybatter not stands for longdoesn,0
868,the phone is slow,0
870,phone is good,0
871,after using,0
873,dislike,0
874,bakwass phone,0
875,good but screen resolution was not satisfactory,0
876,worst samsung mobile even,0
877,worst phone it,0
878,the media could not be loaded,0
869,i like sound,0
902,i have been using this device for more than,0
903,only one day if the phone is charged,0
904,nothing like in this phone,0
929,black,0
930,battery,0
931,everything is best on this phone,0
932,bad camera,0
933,nothing,0
934,the good,0
935,i have ordered yesterday n received same day,0
936,camer quality is bad,0
928,charger got easily hot while chargingcamera not even close to samsung m,0
937,the media could not be loaded,0
939,very nice mobile,0
940,i am still suffering for replacement this malfunctioning device,0
941,very slow processor,0
942,basic model i would say,0
943,in daylight phone click ok photo but indoor cheap photo quality is there don,0
944,,0
945,this is one of the best mobile i ever used,0
946,networking not working some problems and,0
938,the media could not be loaded,0
927,worst product,0
926,good,0
925,v v good,0
905,the charging wire quality is not good,0
906,worst camera i have ever seen in this price range,0
907,very very worst camera quality,0
908,poor sound quality and camera also,0
909,good specifications in,0
910,gaming problem,0
912,multiple problems,0
913,this is the worst mobile ever i seen in my life,0
914,good,0
915,very poor and low camera,0
916,gyroscope doesn,0
917,don,0
918,hanging issue,0
919,i had to replace motherboard within,0
920,screen quality is amazing,0
921,not upto the mark,0
922,iike,0
923,hang,0
924,the power key when pressed doesn,0
859,warist phone,0
590,the phoen looks great and design is good and the sporty orange is attractive,0
858,when we watch video or movie,0
856,best in entire but could have been more better in battery and camera,0
791,the media could not be loaded,0
792,works well and is value for money,0
793,display not working sometimes freezes and cell phone is too slow literally hanging whole system going to ask customer care can i service this after,0
794,brightness and sounds are the only issue,0
795,very good,0
796,the media could not be loaded,0
797,the media could not be loaded,0
798,good one,0
790,i went to service center for inspection the kept the phone for,0
799,i,0
801,worst camera,0
802,display is great,0
803,redmi,0
804,thanks,0
805,over net work problem,0
806,value for money with finger print sensor and battery capacity is very good at this price range,0
807,dont have latest or any new feature in this phone,0
808,dislike battery,0
800,worth buying,0
809,the phone starts hanging right after,0
789,average and poor,0
787,in the box charger is missing,0
769,video calls quality is not good,0
770,very badmobile automatically restarting several times,0
771,wrost camera,0
772,since i received redmi,0
773,sexy phone,0
774,good affordable smartphone,0
775,the media could not be loaded,0
776,very low voice in phone call dont bye,0
788,overall it,0
777,just,0
779,all features are nice i am happy with this product,0
780,main issue with signal and wifi detection and range,0
781,camera is not good,0
782,g,0
783,this mobile hangs too much,0
784,camera quality is poor,0
785,this phone is really nice at this price point it runsa most of of the games smoothly,0
786,light weight good to handle but when u ask about camera quality,0
778,it,0
810,don,0
811,i am not satisfied with this product,0
812,the media could not be loaded,0
838,don,0
839,no service center here in my city,0
840,processing of every function is very slow,0
841,it is useless please save your money do not purchase this phone,0
842,speaker issue automatically start lots of noise is coming original sounds not coming for any activity video or even typing sounds,0
843,camera,0
844,we can see the rtn information of an android phone by typing,0
845,i,0
837,memory card not supported,0
846,to worse quality of mobile,0
848,processing is too slow,0
849,worst phone,0
850,i have faced many time for data conection in this phone and many problem so pls don,0
851,device is too slow in term of performance application frequently seems lagging,0
852,good,0
853,the not soo good phone,0
854,while i have ordered new phone,0
855,network issue in this mobile,0
847,good value product at this low price point,0
836,the worst phone ever bought by me,0
835,cons,0
834,completely worst phone,0
813,charging problems with in one month,0
814,camera quality and google dailer is very bad,0
816,camera quality according to the price and new model is not upto the mark,0
817,expected a better camera quality,0
818,the best thing about note,0
819,my sim card slot not working properly,0
820,yahan phone hang karta hai,0
821,do not buy,0
822,when i order the product storage was showing in display,0
823,i am used note,0
824,good,0
825,i returned and refund,0
826,just ok,0
827,mobile bhahut jaldi hit ho jata haibattery,0
828,galaxy m,0
829,i bought this phone for my daughter and she,0
830,after,0
831,mobile was hanging at many times,0
832,not worth the money,0
857,very slow processing,0
947,keeps getting hang,0
589,phone ui some time lag,0
587,good product,0
340,issues are arising when youtube videos are played,0
341,its a very good mobile phone of redmi and the mobile cost itits very good for the student for study purposes,0
342,value is too muchit price should be rs,0
343,i was,0
344,worst mobile phone,0
345,the product has gone dead after approximately,0
346,always lags behind,0
347,mobile speaker is not powerful,0
339,the media could not be loaded,0
348,phone is very slow not worthble i never expected,0
351,good except processor,0
352,dislike which one take responsibility for sending defective item replace,0
353,phone always getting hung,0
354,this is my first biggest mistake to buy such phone in which i am not able to clone my phone not even any data transfer from old phone,0
355,good phone,0
356,very worst mobile,0
357,redmi note,0
358,if you are thinking about purchasing a new phone,0
349,it doesn,0
359,very third class phone,0
338,ok,0
336,camera and mobile ui worst,0
318,first i give it,0
319,the phone is good,0
320,very bad product,0
321,call recording option,0
322,the media could not be loaded,0
323,battery life is good finger print reader is good camara is bad overall performance is okay,0
324,the media could not be loaded,0
325,sometimes phone is unable to open several apps lile youtube without being restarted,0
337,full white screen comes any time when we use the mobile phone even after replacement done,0
326,ok,0
328,good sarvice in amazongift cards to in velyu,0
329,awesome,0
330,good product and value for money smart look battery backup very good processor very fast camera quality good,0
331,good product for this price,0
332,don,0
333,good product,0
334,not so good average product,0
335,the phone is okay but it not worth this price rs,0
327,not upto the mark,0
317,good,0
360,the phone,0
362,phone starts hanging within a week,0
385,do not buyhave not kept the promiseissues with,0
386,pro,0
387,obviously,0
388,the media could not be loaded,0
389,dont buy this model,0
390,the media could not be loaded,0
391,it is the worst phone i have used,0
393,this only records,0
384,good in range,0
394,product is excellentarrived in good conditionbut amazon take,0
396,bad quality mobile bequase mobile is hanging much time,0
397,worst experience,0
398,pros,0
399,the screen freezes sometimes or it gets divided into two parts,0
400,battery good,0
401,waste of money,0
402,awesome,0
403,in this go for another phone this phone is very slow and very lag facing and camera quality is not good at that price giving other smartphone,0
395,good,0
361,phone hangs sometimes,0
383,this is the not correct mobile redmi note,0
381,worst experience,0
363,audoi quality while watching videos is little bit lower than usual,0
364,waste of money very dull camera,0
365,really good budget phone,0
366,very nice productplease still continue this type pf model for sell,0
367,camera fron or back both are pathetic,0
368,like big screen,0
369,the media could not be loaded,0
370,overheating problemnot quick charger,0
382,worthy budget phone with suitable features,0
371,like charge lifedislike finger print,0
373,first time i bought a samsung device and first time my new mobile feels like an old one,0
374,mobile have been hanging,0
375,best phone everything is good i saw videos saying there is problem in software but the latest update preety much fixed it,0
376,worst phone of my life,0
377,excellent performance and high battery backupgood quality and user friendly,0
378,mobile is with,0
379,this phone not capable for bgmi,0
380,very good product,0
372,good,0
316,screen,0
315,excellent product with good futures,0
314,good,0
248,rfhb vkmm ccjm,0
249,no charger supplied,0
250,camera quality is worst,0
251,in offers or in online i don,0
252,waste mobile ui waste not recommended do not buy,0
253,battery draining in,0
254,nothing to say about this,0
255,please don,0
247,it,0
256,nice product,0
258,best,0
259,pathetic product,0
260,all time hang and reboot auto off on,0
261,there is issue with calling,0
262,update after,0
263,the media could not be loaded,0
264,please don,0
265,i liked the battery backup and finger print sensor,0
257,no fast support and hanging mobile,0
266,camera quality of micro lens very super and battery life is normal all are quality this range super amoled display,0
246,battery good front camera not good,0
244,good,0
226,excellent performance,0
227,i like it for its ram,0
228,looking nice,0
229,i have received this mobile,0
230,the media could not be loaded,0
231,poor battery lifecamera quality is not up to markbuy it for storage only,0
232,very poor camer quality,0
233,good,0
245,after,0
234,good product,0
236,must buyy,0
237,nice features in affordable price,0
238,it has sometime freez the touch and hang even i,0
239,camera is good but overall performance is slow,0
240,this phone very bad fully huge,0
241,i like this product,0
242,the product is very good in this price rang,0
243,if want to use this phone base on camera then don,0
235,good phone,0
267,it was good initially but later on it is not detecting signals and after connecting to wifi also it shows network error message,0
268,this is a excellent smartphone in all departments ram,0
269,worth the price,0
296,battery drains fast and seller is not ready to take care of it,0
297,after,0
298,i am giving you this review after use of,0
299,heating issues,0
300,money waste productcamera quality is worstdo not go for itif u r loking for a better camera quality,0
301,,0
302,phone is lagging heavily,0
303,the media could not be loaded,0
295,do not purchase this mobilethis mobile is,0
304,good,0
306,in this price the product is too good and ofcourse the features of this phone is also good,0
307,even though it has,0
308,good product,0
309,at this price everything is good,0
310,processors,0
311,totally loss of money,0
312,wow,0
313,please don,0
305,very very bad,0
294,usb adapter and mobile case not given in this order,0
293,phone is high heat while using wifi hotspots and hotspots automatically deactivate,0
292,just in one sentence,0
270,no suitable big screen,0
271,this was delivered without any invoice or bill,0
272,the media could not be loaded,0
273,purchased the item mainly for my child,0
274,the media could not be loaded,0
275,one of the worst mobile in my life,0
276,ok mobile hai,0
277,please don,0
278,i bought this with lot of expectations and upgrade too,0
279,sir phone sim soket crept and sound system very bed please check pcs i am not setisficate call taking and sound problems please re check,0
280,average,0
282,an amazing product from samsung,0
283,the media could not be loaded,0
284,i have ordered another account,0
286,yesterday only i bought a mobile i dislike this mobile bcoz the video quality was poor and macro mode is not working in camera feature,0
287,nice and impressive model,0
288,,0
289,don,0
290,charging adapter missing from the sealed box,0
404,camera zoom karni par photo clear nhi rhti h company give,0
405,budget friendly,0
406,dislike,0
407,like my old samsung phone this phone also has same pros and cons only difference is this phone have much better battery life,0
522,very bad quality,0
523,noticed significant lag while using ms office applicationseven when thee is no fb,0
524,the phone is not worth,0
525,it,0
526,overall phone is good at this price,0
527,dont purchase this product,0
528,the media could not be loaded,0
529,not as expected,0
521,good quality and very happy camera quality is very nice and back side is very good quality and very good,0
530,following things worry the most,0
532,i was using micromax note,0
533,mobile look and quality very good,0
534,phone was very good but charger not addedcharger buying another expence with delivery charges i am not buy next time iqoo,0
535,i did purchased this for my mother,0
536,the media could not be loaded,0
537,unexpected,0
538,i have got this before,0
540,don,0
531,new phone but it,0
541,want to give zero star because of so much hanging issue and network issue during vc,0
520,the media could not be loaded,0
518,just recieved the product,0
500,lovely,0
501,average phone,0
502,from outside it looks good but it doesn,0
503,nice,0
504,display quality is very badmost of the time phone slow and hanging problemcamera is not good,0
505,excellent,0
506,worst camera,0
507,gb ram not useful same thing work just for,0
519,expected to be better specifically because coming from samsung,0
508,ok,0
510,don,0
511,bakwash,0
512,,0
513,finger print sensor working not properly,0
514,nice,0
515,the phone ram or processor not sure what is wrong but when i switch apps it takes long time and also reloads,0
516,i bought samsung m,0
517,good product in its range,0
509,iss rate me ye acha hai,0
542,the media could not be loaded,0
543,dislike,0
544,good display and battery life but camera and processor is below average,0
568,good,0
569,did not like the product,0
570,dislike,0
571,good,0
572,very bed performance and also hanging problem,0
573,very very slow processor,0
575,the media could not be loaded,0
576,this product is too worst it is not woking for,0
567,not as expected,0
577,it,0
579,battery drain fast,0
580,hanging problem,0
581,heavy heat on both the sides,0
582,phone become dead in,0
583,the media could not be loaded,0
584,very bad experience of this product,0
585,the phone is nice but has a problem with the temperature,0
586,not upto expectations,0
578,battery life is very good,0
566,battery is not good,0
565,it is hanging like anything,0
564,don,0
545,camera is worst,0
546,the media could not be loaded,0
547,worst phone by redmi,0
548,battery drains very fast,0
549,good,0
550,i have no problem yet,0
551,redmi,0
552,samsung m,0
553,amazing everything excellent according budget,0
554,is it,0
555,battery life is literally half of my previous samsung,0
556,no screen guard or back cover which are usually available inside the box nowadays,0
557,child phone no,0
558,this is a budget phone which you can buy for the battery and the brand name,0
559,images on whatsapp status blurr,0
560,in this product,0
561,ok,0
562,happy,0
563,this product is very good for share market all applications are smoothly run even after buy this i have get more benifit in share market,0
498,i request amazon return or refund but amazon did not take any action,0
588,highly delicate and within,0
497,screen quantity not batter and bettery backup,0
495,sound quality is poor during call,0
431,the camera quality is poor,0
432,the media could not be loaded,0
433,redmi note,0
434,the media could not be loaded,0
435,i bought this mobile on,0
436,excellent,0
438,previously i had note,0
439,camera quality is worst its very very bad there is no clarity,0
430,product wise is good,0
440,charger not working like fast charger,0
442,good product with longer battery life all day out no problems,0
443,pathetic processor,0
444,i have facing issue with redmi,0
445,display quality is low and also front and back camera very bad,0
446,bekr quality h camera ki or video bhi so please think twice you buy this phone,0
447,while transferring data from my existing redmi,0
448,bakawas fone,0
449,it,0
441,just,0
450,finger print reader position is worst,0
429,st day of buy itself realsised it is worst buy,0
426,redmi,0
408,the media could not be loaded,0
409,no use this phone,0
410,for general use,0
411,please think before purchasing,0
412,wroste product don,0
413,touch is not responding,0
414,phone build is good but its tooo slow,0
415,replaced product,0
427,i was very disappointed ram speed was very poor i do not expect like this redmi production mobile phone very very very werest mobile in my life,0
416,display got stucks,0
418,poor battery life,0
419,camara and battery very bad,0
420,ok,0
421,super,0
422,kau karab mobile se tohka nahi pata,0
423,phone is broken in back not sure if it was already broken my bad,0
424,the media could not be loaded,0
425,after few hours fingerprint is not working,0
417,i took for my hubby,0
451,sound quality not proper,0
452,very poor battery life,0
453,camera quality fudu,0
477,overall everything,0
478,the phone is not recognising the sim card,0
479,overall features of this phone is dumb,0
480,in this price range the battery backup is good,0
481,don,0
482,worst service provided by amazon,0
483,excellent performance and configuration,0
484,this is a value to money product,0
476,this item is bad for bye,0
485,nice phone,0
487,satisfaction,0
488,the display quality is very good,0
489,mobile bekarhe parsan hogeyahufun anepar mobile heng hotahe,0
490,do not buy this phone,0
491,this phone started hanging frequently in the second month itself,0
492,hanging problems,0
493,i have order this mobile it doesn,0
494,dear folks,0
486,the display is faded out and not great compare to other mi phones so please check other phones of same brand instead,0
475,good,0
474,maximum video isn,0
473,fingure sensor not properly working and phone hitting problem,0
454,front camera worst and finger print also slow sensor also sometimes not working don,0
455,best quality mobile for reasonable price,0
456,i am using,0
457,good,0
458,okay,0
459,samsung galaxy m,0
460,very bad experience,0
461,fingers reader not goodoperating system not good,0
462,pathetic phone,0
463,camera quality very poor,0
464,from first day the camera is not working it,0
465,nice,0
466,vidio recording quality is very poor,0
467,after,0
468,good,0
469,like,0
470,everything,0
471,it is heating very quickly that is with in,0
472,very bad quality chinese product,0
496,third party app not supported,0
948,so bad do not buy this phone,0
949,writing after,0
950,i had lots of expectations on this phone,0
1429,v good mobile,0
1428,value of money product,0
1427,after using for,0
1426,budget friendly,0
1425,good,0
1424,worst wifi coverage,0
1423,using the phone for past,0
1422,good one,0
1430,the media could not be loaded,0
1421,but cemra quality vry bad,0
1419,good,0
1418,the media could not be loaded,0
1417,good,0
1416,lokkwise itz good,0
1415,overall nice package best in the price range,0
1413,probably with cost,0
1412,quality mobile,0
1411,purchased this phone for my dad,0
1420,very bad phone want to replace,0
1410,very good,0
1432,good,0
1434,display is bad because youtube,0
1452,display is not good,0
1451,overall good,0
1450,the mobile is very bad in condition,0
1449,the,0
1448,all over best mobile,0
1447,don,0
1446,i mean,0
1445,best phone for mid gamer and for selfie lover it not at much what u want in your photo processor at good level touchscreen response great after,0
1433,display,0
1444,i liked this handset,0
1442,veri nice mobile phone,0
1441,superb battery,0
1440,the fingerprint reader is a little wierd in other phones you just touch the reader and the phone unlocks whereas in this case you need to pressthe power button to wake up the screen then it,0
1439,exchange is totally at the liberty of the delivery man,0
1438,fingerprint reader and battery life is good,0
1437,nice,0
1436,value for money,0
1435,nice set according to price,0
1443,processor according g,0
1454,value for money,0
1409,battery life is ok but not the best,0
1407,good phone at this price,0
1384,good,0
1383,camera quality is very poor,0
1382,awesome product,0
1381,good phone on this price,0
1380,the media could not be loaded,0
1379,good one,0
1378,great deal in less price,0
1377,camera quality can be better,0
1385,good,0
1376,good quality and most expensive product,0
1374,good,0
1373,camera quality was not good,0
1372,according to me,0
1371,don,0
1370,as you all know its best budget phone,0
1369,phone gets hanged in between,0
1368,except camera,0
1367,the phone is really good,0
1375,amazing use with the latest product,0
1408,mobile hangs after,0
1386,absolute pathetic device and become dead in a week after purchasing and now service center is asking money to change mother board,0
1388,good phone in the budget,0
1406,best mobile,0
1405,ram is very good camera quality is also very good,0
1404,so far so good,0
1403,good product,0
1402,good looking mid range budget phone,0
1401,good phone,0
1400,it,0
1399,wonderful,0
1387,according to price good mobile,0
1398,good products,0
1396,very bad,0
1395,lovely phone,0
1394,have issue with audio,0
1393,charger not working,0
1392,good,0
1391,very good,0
1390,good,0
1389,best budget phone in this price range,0
1397,the media could not be loaded,0
1455,looks nice,0
1456,it,0
1458,camera mobile changing is amazing,0
1521,na,0
1520,lagging,0
1519,best in budget,0
1518,phenomenal camera at this price point,0
1517,all functions are very good expt camera features,0
1516,overall a very good phone,0
1515,worst mobile slow or very disappointed,0
1514,camera quality and battery life is good,0
1522,very slow phone first time i disappointed from xiaomi,0
1513,this device is not working properly,0
1511,best phon for,0
1510,faulty piece bought it,0
1509,display is flickering and blue color tempered on overall screen,0
1508,phone audio doesn,0
1507,good one in this price range,0
1506,everything is good,0
1505,good battry back up,0
1504,excellent,0
1512,worthable,0
1503,over all gud phn,0
1523,worst mobile i have ever seen,0
1525,camera quality was not good,0
1544,battery is the issue,0
1543,good mobile in this budget,0
1541,best buy,0
1540,very nice,0
1539,after updates it is running smooth,0
1538,this phone is wonderful in very low price also it,0
1537,super quality product,0
1536,the back button is problematic as i think,0
1524,good,0
1535,highly recommended,0
1533,good performance,0
1532,satisfied and worthy,0
1531,this phone hangs frequently,0
1530,good camera,0
1529,value for money,0
1528,worst phone of the world,0
1527,within,0
1526,the media could not be loaded,0
1534,nice quality good reviews good quality amazon realme,0
1502,very good mobile should add ear phones with the pack,0
1501,battery performance hard,0
1500,i never saw dropping calls in between in any mobile except nord ce,0
1476,dear team,0
1475,like dslr,0
1474,i expected more,0
1473,screen quality is goodgood power backup,0
1472,wonderfull set,0
1471,battery life,0
1470,good camera,0
1469,good,0
1477,nice as per price,0
1468,value for money,0
1466,mi remote not available in this model redmi,0
1465,guys please don,0
1464,battery good camera poor,0
1463,nice phone,0
1462,very worst mobilemy total money,0
1461,good phone with many advanced features at affordable pric,0
1460,redme,0
1459,best phone at this price,0
1467,camera is not so good hardware combination is not propre,0
1478,redmi,0
1479,very good fone in this price range amoled screen is very nice,0
1480,let me see for a couple of week,0
1499,low budget phone,0
1498,the media could not be loaded,0
1497,i like this product because display quality is good,0
1496,mobile bill,0
1495,battery life and amoled display,0
1494,camera quality is not up to the mark otherwise it,0
1493,pros,0
1492,best in segment,0
1491,good phone,0
1490,nice mobile second purchase nice blue color thanks,0
1489,since i had a very slow charging phone before,0
1488,bahut hi accha phone hai battery backup accha h,0
1487,i purchased this one in a exchange offer just only,0
1486,durable phone at this price range,0
1485,nyc phone overall average,0
1484,yes you can buy but camera quality is not so goodrest is ok,0
1483,excellent battery life,0
1482,camera quality is so so,0
1481,quality not good,0
1365,a,0
1364,very nice,0
1363,volume not good,0
1362,the product is very nice and excellent,0
1249,finger lock senserwis too quick love it,0
1248,good,0
1247,super fantastic ok,0
1246,best phone for first time smart phone users,0
1245,good,0
1244,there is a image taken from this mobile,0
1243,camara is not good and upto the mark,0
1241,overall its good but it,0
1250,good product,0
1240,improve tha camera lens quality,0
1238,google dialer and contacts dalkar raddi bana diya phone ko,0
1237,over all good product in this price range,0
1236,the camera is good,0
1235,valuable mobile of this range,0
1234,installation is not easy,0
1233,phone is almost gud but display quality is sufficient,0
1232,worth for money,0
1231,for daily use it is ok,0
1239,note,0
1230,decent phone but camera is not great that we expected rather than that other thing is good,0
1251,starting with cons,0
1253,na,0
1271,i have not received my cashback till now by amazon,0
1270,one of the best multimedia viewer phone in this price range,0
1269,not upe to the mark no clarity on camera compare to normal mobilebattery is not up to the mark,0
1268,display was superb,0
1267,best display,0
1266,bakwas mobile,0
1265,this is my,0
1264,battery gudcamera quality fairfinger print okamoled displays gud lookingdual speakers is sprbno heating issuefor normal usage can buy and use it worths,0
1252,front camera is not that good,0
1263,nicely perfect,0
1261,according to it,0
1260,ok,0
1259,good mobile,0
1258,budget phore and letest version,0
1257,camera quality bad,0
1256,worst camera i have ever witnessed,0
1255,not good,0
1254,avarage camara andbest battery,0
1262,good phone good delivered but packing was stolen that i didn,0
1229,buy this phone for superb amoled display,0
1228,good for the price,0
1227,good value for money mobile,0
1203,the phone is good for multimedia streaming such as youtube,0
1202,good phone but miui,0
1201,very good battery life,0
1200,looks a great phone for,0
1199,good,0
1198,may,0
1197,i like the battery the most on this phone cause i used it for a day and it didn,0
1196,best product in this price rangemiui,0
1204,good,0
1195,i liked phone,0
1193,display and haptics are awesome,0
1192,nice phone,0
